order_id,customer_id,items,aperitifs,appetizers,entrees,desserts,total
2e8d6c4e-7350-4b5c-ade9-a558294a8139,91,6,Campari and Soda,Charcuterie,Lamb,Tiramisu,344.63
ca939713-b445-4096-b44b-f9c0ffedf023,93,4,Campari and Soda,Salad,Pork,Pie,693.89
d615c432-c40a-4933-ba3a-51be5bcd2eee,94,5,Champagne,Oysters,Chicken,Chocolate Cake,752.41
4363bc36-e11d-447e-9638-d20c675ec3d6,94,3,Aperol Spritz,Salad,Lamb,Tiramisu,531.49
e7de89e2-d8a9-432d-98b6-a30f256baaf7,95,1,Campari and Soda,Escargot,Lobster,Ice Cream,596.08
3587d480-99a1-4cdd-bc61-6ce92cbce96e,95,10,Kir Royale,Oysters,Duck,Pie,734.18
52a14a3e-e4c8-48dc-8db3-129c6304fb5d,96,9,Champagne,Cheese Plate,Chicken,Tiramisu,764.75
c596ff52-ba9c-4b41-b386-8b2d2b37e2e2,96,2,Kir Royale,Oysters,Fish,Cobbler,605.95
870521e4-50d9-4d37-9dea-a35686ccc497,97,2,Americano,Foie Gras,Pasta,Sorbet,842.27
7cf72966-29c9-4448-a06a-801bc3385c11,100,6,Kir Royale,Foie Gras,Chicken,Pudding,493.3
4d09b1e7-2e06-42c4-a197-1614adc1f3ac,101,3,Champagne,Pate,Fish,Pudding,327.7
24630379-868e-4f03-bbe0-2fd4dede06bb,102,3,Kir,Caviar,Duck,Sorbet,922.81
266decf4-eb32-4540-9d1e-e9c8a8c6d9e4,102,1,Kir,Smoked Salmon,Pizza,Pie,902.19
a4966339-9065-405d-986e-9a85afa25406,102,3,Negroni,Smoked Salmon,Steak,Cheesecake,303.99
72e31635-1598-4c50-8353-97a4e295feff,102,2,Port,Soup,Burger,Creme Brulee,109.21
5be645e2-07dc-4943-bd7f-7fdd361a7cc0,103,9,Vermouth,Charcuterie,Fish,Chocolate,843.09
b1f6f181-f7e5-4437-b40c-4efe7309650b,104,10,Port,Caviar,Pizza,Cookies,565.61
d93dc749-92cd-4312-92dc-b067da3b237c,105,5,Negroni,Smoked Salmon,Lobster,Cheesecake,173.31
dcc6ff5c-8127-4a16-951b-b5c8695695bf,105,2,Kir,Foie Gras,Steak,Cheesecake,567.66
bb5c7ebe-ff03-41f7-af95-52e6aff1aa51,105,4,Champagne,Cheese Plate,Fish,Chocolate,833.98
35f8fdcc-8731-4830-8125-4b2a400e0b75,105,6,Sherry,Foie Gras,Vegetarian,Chocolate Cake,542.84
d8e4b22f-acfb-471a-9a40-785d2688ea02,107,9,Kir Royale,Pate,Lobster,Pie,578.8
8a89b6f0-15d0-419e-a208-3d3a0902d818,108,5,Vermouth,Oysters,Lobster,Pie,398.21
4b678156-b00c-4e86-81c3-9181aebb6f92,108,5,Aperol Spritz,Pate,Duck,Cheesecake,524.39
7f2f5827-27cd-4579-85e8-2e2a08d976f9,108,6,Americano,Caviar,Duck,Cookies,526.53
242adb58-9d9c-4749-b199-38e95f7b23c7,108,4,Port,Smoked Salmon,Pizza,Tiramisu,582.69
5d27ab06-f03a-47b7-983e-2e08694a76a8,108,6,Port,Cheese Plate,Pasta,Cobbler,301.67
80e84e83-49c2-49ef-8076-0c44b230bd01,109,9,Aperol Spritz,Soup,Vegetarian,Creme Brulee,599.63
6b8a9028-2722-42a8-a08e-7a719f55962a,111,6,Champagne,Cheese Plate,Duck,Cheesecake,296.86
0e2b37ee-a38e-4434-bea6-90dabc8eb923,112,7,Kir Royale,Salad,Duck,Sorbet,719.44
d82b7033-4fcb-43a6-a37d-74842a37c971,112,7,Bellini,Foie Gras,Duck,Ice Cream,602.85
b0b8e971-b0d2-42bf-88fa-b5650cbe1696,116,6,Bellini,Smoked Salmon,Vegetarian,Pie,481.05
3d34e071-a605-4fce-a519-8e2491cef853,117,8,Americano,Cheese Plate,Lobster,Cheesecake,945.5
8792614b-f844-4c2d-bd13-cd4e4ab606d2,118,1,Port,Oysters,Lobster,Cookies,680.16
f59ee603-ec25-4624-811b-f8eb2750f65a,118,6,Kir Royale,Crudites,Lobster,Cookies,367.87
e90ca9df-998b-43f8-a985-097a86e95ad0,119,8,Bellini,Crudites,Steak,Cookies,967.71
99448e11-72c8-4f28-824b-94b8f5f999cc,120,3,Sherry,Soup,Pizza,Ice Cream,655.67
66e06a49-fc82-43cc-a00b-2d4a926f2eb4,121,8,Kir,Soup,Pizza,Tiramisu,595.05
2f801c35-ef93-442b-98b1-9f5d48cbf1ff,121,9,Americano,Cheese Plate,Duck,Pie,154.8
cf176750-18f0-4697-8a5a-73e4de87b11d,122,5,Kir,Cheese Plate,Pasta,Pudding,889.58
67dc7acc-bd42-4382-818a-c7326a5dd5a0,122,10,Campari and Soda,Soup,Lamb,Cobbler,135.3
bdbd47ea-effa-4221-ab9f-d52bb25e39c4,122,4,Sherry,Smoked Salmon,Duck,Sorbet,476.06
e4ba37da-1158-4785-851b-b84d86e34ca3,123,4,Americano,Escargot,Lamb,Cheesecake,285.18
70e16233-fd4b-4a0c-b12f-15a6819c3279,125,4,Bellini,Oysters,Pasta,Cheesecake,472.99
d2b50a92-fdc3-4523-9028-6c4c2977f1b9,127,6,Bellini,Soup,Pizza,Creme Brulee,924.49
0209700c-2238-4cf8-92a3-e16013991218,127,2,Aperol Spritz,Cheese Plate,Duck,Chocolate Cake,432.58
0a75fd78-3fb2-4ad1-a78b-2cee474b7bbb,127,4,Americano,Oysters,Vegetarian,Sorbet,876.62
15f64932-2438-49ad-9c73-106421b98f71,136,1,Vermouth,Smoked Salmon,Duck,Sorbet,334.23
b732cf43-a5cc-4fa6-b635-f3d8c7f2cd7e,136,8,Aperol Spritz,Escargot,Pizza,Cheesecake,152.98
81884491-e701-4b34-81b6-13bf9c106657,138,5,Champagne,Smoked Salmon,Chicken,Sorbet,121.44
dde4a976-9b99-486e-b3a2-7ee6d218fd7a,140,2,Campari and Soda,Caviar,Vegetarian,Creme Brulee,785.88
b263804a-1e8f-4fd8-8849-f7229878c431,140,2,Kir Royale,Crudites,Burger,Chocolate Cake,143.49
ebf77976-8c69-49f8-9b20-97f119ce6812,140,2,Champagne,Salad,Burger,Pudding,268.03
ee98afbc-7fad-4b5b-992f-98de3b2c19e0,146,5,Americano,Cheese Plate,Burger,Cheesecake,107.5
1bdc5bd2-3d0c-47a5-bca3-7aea06b82fe7,146,2,Americano,Caviar,Fish,Cheesecake,222.85
1f9c90ce-e61a-442a-a882-cbace0581529,147,2,Bellini,Caviar,Pizza,Pudding,477.9
204277d8-2dd3-4ff5-9d61-e6be56c4c6f4,147,7,Port,Salad,Pizza,Cookies,480.08
c4ca02a2-dd20-4a84-9b9c-40e0ff2e921d,147,1,Kir Royale,Salad,Lobster,Cookies,780.67
f2e9d77e-a162-463f-a0f4-d4333aa2b8a9,147,7,Americano,Charcuterie,Pasta,Creme Brulee,825.01
3f86460f-2268-4ff4-9b2f-0cdbc64309bc,148,3,Aperol Spritz,Crudites,Steak,Pudding,892.4
7a13e191-6283-41af-a935-7799d8b16128,150,10,Port,Soup,Pizza,Chocolate,663.63
9d7bfcba-6240-4e8d-a41b-555e62681ecd,150,9,Aperol Spritz,Soup,Steak,Ice Cream,162.08
0d8418ac-199d-4489-aa7a-373e33413fb2,152,3,Port,Charcuterie,Pizza,Cookies,949.93
6372179b-98b8-40c2-b5b6-90f9f6cd50a4,152,5,Kir,Escargot,Pasta,Creme Brulee,551.58
755182bd-2c75-4f52-b473-064864e8eee4,152,3,Champagne,Charcuterie,Pizza,Chocolate,526.16
512bf41a-576c-4f8e-a267-bbc59ace51eb,156,9,Vermouth,Soup,Burger,Pudding,330.58
6954caaa-9cc5-4232-91ca-3f4173758607,160,6,Campari and Soda,Soup,Duck,Chocolate Cake,822.12
67102b71-7d5f-4a35-a24f-79e8707b3d64,160,6,Port,Charcuterie,Pasta,Chocolate Cake,127.62
bd4ffa6e-8a8a-417d-862a-fc0c9737bf59,162,2,Port,Pate,Burger,Pie,879.09
f7871c1c-2933-41af-9fc3-ce3b0d7d0801,164,9,Negroni,Oysters,Chicken,Creme Brulee,456.73
753f988e-333a-4625-91dc-cbea40bff69a,164,3,Campari and Soda,Oysters,Duck,Pie,179.48
c4df7ff8-3321-4d56-98e0-3b959b7c1954,166,10,Bellini,Cheese Plate,Duck,Creme Brulee,987.86
3f34ad41-8119-4629-bcad-4018b27ad2d3,167,6,Campari and Soda,Smoked Salmon,Chicken,Cheesecake,179.59
7164f68c-4db6-4608-8a12-cc7e73476c0f,170,7,Champagne,Foie Gras,Duck,Sorbet,740.57
232e6835-f4db-498c-a2f7-e04d365d98c7,170,10,Negroni,Crudites,Pork,Cheesecake,419.57
2241a362-ea75-4aee-858e-f8cd5f1cdbfe,171,2,Negroni,Crudites,Pork,Chocolate Cake,331.61
c8371886-7dbd-4822-99ee-77ce80a4eca1,172,7,Americano,Pate,Duck,Cookies,143.67
ee5ce9e6-38d0-4112-a98a-134ba142accd,172,9,Sherry,Cheese Plate,Pizza,Pie,165.26
5cac419f-4e15-4274-a505-6a030ef8e0c3,173,7,Port,Crudites,Pork,Chocolate,490.27
e338f142-9e2a-45e6-909f-380327fb0355,175,10,Campari and Soda,Oysters,Chicken,Chocolate Cake,931.34
f1f8a2a9-62b8-4e94-ab72-8837f8b50456,175,5,Vermouth,Smoked Salmon,Vegetarian,Chocolate,585.76
0d7abe42-498d-4eee-a7d9-9dc7769cd0e9,176,8,Port,Pate,Pasta,Chocolate Cake,408.55
8c06ee83-b198-4fc0-b80a-fb201191bf5a,176,3,Aperol Spritz,Charcuterie,Vegetarian,Sorbet,531.46
5877ee4d-0d9e-45b2-a25b-d8ffe2e548f1,180,3,Port,Salad,Steak,Chocolate,610.0
fe3ff677-f8cc-48d2-8aef-dc95312c5677,184,2,Bellini,Smoked Salmon,Burger,Cheesecake,892.14
19bbc20a-047e-4daf-9c02-7f8d4f9f97af,187,6,Sherry,Caviar,Duck,Creme Brulee,882.04
3bdfe7a8-4730-491a-b011-ce941e80ad5d,188,5,Bellini,Crudites,Pasta,Sorbet,211.55
5084f327-6f44-4ad4-85e0-642b299ed131,189,7,Negroni,Charcuterie,Fish,Chocolate,617.1
4d4d2a78-fcd3-49c7-bfd4-7a7c0fcd43f2,189,9,Sherry,Escargot,Burger,Cobbler,382.96
22782522-9946-4841-8f66-858cab190553,191,9,Aperol Spritz,Oysters,Pasta,Cookies,300.91
f0178fbd-25f5-46e2-80ae-fbf5ac276b52,193,8,Aperol Spritz,Escargot,Burger,Cobbler,479.23
641acb77-007e-4146-9115-4e91c9771bac,193,6,Sherry,Salad,Vegetarian,Cobbler,557.72
68443e20-fbe5-4491-acb6-a5c7701e5d7c,193,6,Port,Oysters,Lobster,Chocolate Cake,608.82
9f2be8af-b3da-4248-83ea-edc77656d091,193,10,Negroni,Soup,Duck,Creme Brulee,336.08
fa564f1c-8091-4779-b167-463e1547bf67,194,1,Negroni,Escargot,Pizza,Pudding,893.19
ce87025c-56e3-46d0-a97a-5a35e83b2807,197,3,Kir Royale,Crudites,Pasta,Creme Brulee,791.56
a5062137-ceb5-4a5d-9190-42de66011dc1,201,9,Kir Royale,Charcuterie,Fish,Ice Cream,590.74
d24c2072-5856-4ea4-b22c-9ec0d054a65f,206,5,Port,Charcuterie,Pizza,Pudding,472.21
8c897f31-c78f-4bf5-a0ee-6da0453107de,212,6,Kir,Charcuterie,Lamb,Chocolate,720.07
59508971-4b8d-4afd-b99f-38099aae30cb,212,9,Vermouth,Oysters,Pizza,Pie,366.46
ea9ff6cc-df77-458c-ba6c-40a3fa60a1e0,216,2,Kir,Crudites,Pasta,Pudding,129.75
7902749e-df8b-4fe0-b4ba-266dbcc02084,216,5,Aperol Spritz,Soup,Lamb,Cobbler,464.07
a8e56b1d-bea4-4428-9429-d34f83d020a2,217,1,Negroni,Foie Gras,Pizza,Chocolate,196.03
1c3bab6a-c533-4c37-a620-bb24978e4f3b,217,2,Kir,Soup,Pasta,Chocolate,102.06
85ab108a-365e-48ad-91b5-3b1f9c94b702,220,4,Americano,Pate,Chicken,Cookies,961.72
2c2c29e9-9053-4631-b468-87e66eeaccba,221,3,Kir Royale,Crudites,Steak,Cheesecake,787.79
f485e2a4-faca-490c-820b-322ff83bb810,222,9,Kir,Crudites,Lamb,Cobbler,685.07
edea4335-ee66-430d-80cb-041918f99cbf,224,1,Port,Soup,Pork,Tiramisu,699.65
f2c0c25d-48c4-4002-a25f-11e7a65227e4,224,8,Vermouth,Crudites,Burger,Ice Cream,249.21
a09766c8-7d4d-4ae4-8b96-f8f9c6a7c201,225,7,Negroni,Pate,Duck,Chocolate Cake,317.36
f312313d-0a66-4136-afc8-4449efe9c049,227,10,Champagne,Cheese Plate,Pasta,Tiramisu,977.7
2100cfec-7507-4093-bb32-6494135dd630,231,10,Americano,Soup,Duck,Pie,729.75
bafcc8fd-755c-48d7-8d9c-408845852f2b,235,6,Aperol Spritz,Pate,Pasta,Ice Cream,314.18
51d69fc6-4909-4c51-865c-ad639ef8ad58,239,3,Kir Royale,Oysters,Duck,Cookies,288.92
43770f71-8300-4a67-ace8-80ac4f0ed372,241,5,Bellini,Oysters,Chicken,Sorbet,436.15
7c6c3965-f7d4-4eba-8f02-cf31b6798154,242,10,Bellini,Foie Gras,Fish,Ice Cream,219.8
ca372c0e-1362-472f-8618-37d398b5f746,242,7,Kir Royale,Soup,Pasta,Creme Brulee,848.06
baa6fbfd-876f-4055-a454-b9cf15e2a60a,242,9,Bellini,Smoked Salmon,Pasta,Sorbet,497.89
10ac42fa-207f-4556-8d3b-a49e37e3fafc,242,5,Americano,Crudites,Pork,Pudding,740.33
0cf36a9b-b6ad-4807-b2fe-f96c633a0212,242,7,Bellini,Pate,Chicken,Sorbet,225.87
ecbd0160-170c-4b74-8e94-a828f5da92fb,245,9,Aperol Spritz,Soup,Lamb,Pie,395.16
e8e80608-50c4-4d77-acad-a12959b23057,246,2,Port,Pate,Burger,Pudding,319.68
b2e3acc6-b475-4cac-8528-998c181048d5,247,8,Sherry,Soup,Vegetarian,Pie,951.3
f8b64e8d-53d2-4bff-bb47-c3f1c971919d,248,5,Sherry,Foie Gras,Chicken,Cobbler,819.53
f4d2beff-1918-453e-8666-73b81c668d7e,248,5,Aperol Spritz,Pate,Fish,Pie,896.67
2f0672c4-e82e-49ec-a278-1f6d8bee43de,249,10,Aperol Spritz,Caviar,Steak,Pie,272.54
61d6c1a2-4273-4bff-bf7c-c350554e722f,251,3,Vermouth,Pate,Pasta,Creme Brulee,464.1
e8cba117-3af3-4d85-9f15-ef4d6dce38a2,254,7,Sherry,Oysters,Fish,Sorbet,957.17
7f6335d7-43c2-4d4e-a400-89545803f988,257,5,Vermouth,Smoked Salmon,Pork,Ice Cream,997.92
b8ddf998-8691-4909-b96f-4202e7a876b6,259,7,Champagne,Caviar,Duck,Sorbet,186.74
59c9acbb-619a-4cc2-aa33-34ff1f489daa,261,7,Kir,Smoked Salmon,Lamb,Pie,844.5
57797470-b09b-4760-92e4-d5b74098fbde,261,7,Vermouth,Crudites,Lamb,Pie,502.36
3eb18745-96fe-4829-8069-36e63e76fa0b,265,1,Sherry,Salad,Fish,Tiramisu,331.09
96d4de6b-a553-4987-98d3-26bf5520c986,269,4,Kir Royale,Soup,Lamb,Sorbet,974.18
faa91fde-ce82-4a81-8a62-f7a647d3551a,269,6,Kir,Salad,Pasta,Cobbler,239.82
1304aecf-7a4f-44e9-9667-ccc0a7ea5514,269,6,Campari and Soda,Charcuterie,Pork,Sorbet,412.69
ad15d1af-41b8-482f-ad67-43eb1af7fb33,269,2,Vermouth,Soup,Duck,Chocolate Cake,393.67
91df285a-bee1-4681-8fd5-0fbe1dcbd121,271,6,Vermouth,Smoked Salmon,Chicken,Pudding,408.42
3595d55a-582c-4fee-afa0-839cf731df96,271,9,Kir Royale,Soup,Pork,Sorbet,393.73
b533e4bf-30c3-44ff-99ad-3448433b5878,278,6,Champagne,Escargot,Steak,Pie,330.13
c6fd7edc-edec-4a1c-b3c8-50cef0b9ca90,278,5,Sherry,Escargot,Steak,Creme Brulee,473.06
9b85ce7a-adc7-4a00-abbe-c8ce8b492664,280,10,Kir Royale,Foie Gras,Fish,Tiramisu,483.9
a0594847-812a-4560-a0d1-1d5cccfc978c,281,4,Sherry,Pate,Lamb,Creme Brulee,770.59
2ecd6133-dc81-4894-998b-7e148a862952,282,2,Negroni,Oysters,Pasta,Tiramisu,514.24
c7ecda5e-2aa2-4e83-b9bf-91ce6923e489,282,1,Aperol Spritz,Salad,Steak,Chocolate Cake,556.36
551ea4d9-d492-4ccb-94e7-321cec863a07,283,6,Negroni,Soup,Pork,Sorbet,784.19
cb784e27-4f45-4edd-9cbe-f7771efefce1,286,5,Port,Charcuterie,Pizza,Pudding,329.38
d8c6b21d-b9d2-487c-bdc9-efb1cfff2d45,287,6,Aperol Spritz,Salad,Pork,Cookies,731.51
058f6b67-5d0a-4a2d-a1b0-28c830784503,288,5,Kir Royale,Oysters,Pork,Tiramisu,258.57
fe30fe84-3cda-4988-ab0f-251873a93079,294,5,Champagne,Soup,Steak,Pudding,273.17
d18c8762-2f31-423b-97f6-a916a351bd32,295,9,Vermouth,Salad,Steak,Ice Cream,544.32
aeb510d6-f2a9-4718-b1e6-536b9bd9167b,295,2,Americano,Crudites,Lobster,Ice Cream,934.75
b660af15-05bb-4532-9d4a-cee696c388bc,295,5,Aperol Spritz,Salad,Burger,Ice Cream,727.88
664c5bab-afaf-416d-9ed6-6fbe05faadfe,295,1,Kir,Pate,Fish,Chocolate Cake,430.44
faf60069-066e-453f-b6a8-e95bb5fbed44,302,6,Champagne,Cheese Plate,Vegetarian,Pie,781.04
1b5844c7-69b6-4a67-8c46-a6f3acfb5bfd,303,4,Aperol Spritz,Caviar,Pizza,Cookies,776.19
86d71f01-6c45-4170-a25a-e72e2f3317fc,303,4,Kir Royale,Pate,Fish,Tiramisu,325.2
f01480b5-97b1-4171-b76a-f77c5c012017,304,7,Negroni,Oysters,Lobster,Ice Cream,965.89
ebad4e33-1df3-42bf-9803-50a9426df279,306,4,Campari and Soda,Charcuterie,Duck,Sorbet,855.75
df7a07e1-2f3f-4417-9aee-be9733f1bc8c,306,5,Aperol Spritz,Oysters,Lamb,Chocolate,695.92
cd9b5b81-76a3-4931-a41d-674935169d36,307,2,Campari and Soda,Oysters,Burger,Creme Brulee,870.96
53cf1ff5-13b5-48ca-8b33-8804da7fb8bc,308,9,Champagne,Caviar,Steak,Sorbet,983.55
4a04de0e-7923-412e-a571-94b59ff4ee71,311,8,Kir Royale,Oysters,Steak,Ice Cream,461.14
4a249e29-e43e-4768-ade1-b918cdea89b8,312,10,Americano,Charcuterie,Pizza,Cobbler,436.1
3b9dbf49-8b20-41f0-8764-65479870d370,313,7,Champagne,Oysters,Steak,Cheesecake,833.65
12e29573-7ee9-45eb-9833-97eb2afe8ed8,314,10,Americano,Crudites,Steak,Creme Brulee,588.65
2774412b-4a92-4904-ba6f-4101c5af38f5,315,8,Champagne,Cheese Plate,Lobster,Sorbet,520.05
b2ed5dce-4e1d-49fc-9471-a61cf5ead6c3,315,6,Negroni,Foie Gras,Duck,Chocolate Cake,926.21
76b13f5c-0841-4226-a1b0-f9053d82ac5a,316,10,Negroni,Smoked Salmon,Lamb,Chocolate,711.7
18d5adf2-6241-47a8-a581-69a1c10f3654,321,6,Kir,Escargot,Lamb,Cheesecake,506.23
5efa5ee1-282a-4c26-93a0-9a3e7d522c45,323,5,Kir Royale,Cheese Plate,Pork,Pudding,174.94
17fb9e19-f8ea-43d7-946b-764108ad40d4,325,8,Americano,Cheese Plate,Fish,Cheesecake,876.84
f6a580ef-b558-4f83-8cf3-d91ba5c78163,328,6,Port,Cheese Plate,Fish,Chocolate,979.0
a06a47bf-171f-410d-95a0-bce7e3c12efc,329,9,Port,Oysters,Burger,Tiramisu,117.47
42680507-272e-4f19-a562-5ab7a64cccfa,329,8,Negroni,Escargot,Vegetarian,Creme Brulee,271.34
