order_id,customer_id,items,aperitifs,appetizers,entrees,desserts,total
69446b1b-1e63-4704-95ff-4ccaa3aa2b6f,9005,2,Port,Caviar,Vegetarian,Pie,159.5
377b665d-ee50-4107-8c75-fbe0d620237f,6919,6,Aperol Spritz,Oysters,Vegetarian,Cookies,635.75
12733f7b-10f4-46a7-bed6-1054cd8794ef,3879,1,Port,Soup,Steak,Pudding,644.76
76ce35b6-dda4-48a8-b2e2-7f5d49c3f0a3,6998,7,Port,Caviar,Vegetarian,Chocolate,189.23
9b7a713f-74bb-47e1-b47b-d02c6332fe80,5091,10,Campari and Soda,Pate,Steak,Ice Cream,893.16
af19864a-b9f4-488a-a23c-fb5db7f377db,1295,2,Champagne,Oysters,Fish,Sorbet,995.36
d9448c89-1469-4436-92ba-f077e5f2a914,6973,6,Bellini,Oysters,Chicken,Sorbet,667.16
ee98afbc-7fad-4b5b-992f-98de3b2c19e0,146,5,Americano,Cheese Plate,Burger,Cheesecake,107.5
3cef3c5e-6747-4fc5-9223-28decf62936c,2101,1,Kir Royale,Pate,Steak,Cheesecake,867.14
0f578f6b-aad7-48bf-93ad-818b21d26153,8,6,Sherry,Pate,Chicken,Pudding,375.53
1e8ca8c4-d857-48d4-9c39-4ae0ed174a56,5572,2,Americano,Pate,Pasta,Chocolate,671.65
3f932aa6-679b-4fb8-8d81-ef1f5993e1d9,990,5,Vermouth,Crudites,Chicken,Pudding,766.33
f4887c34-fcd2-45ce-8574-4368ec12dec2,8680,1,Aperol Spritz,Salad,Pasta,Sorbet,967.1
9b6e290a-60e3-4d4b-851a-cb464133ac61,5329,2,Bellini,Escargot,Vegetarian,Creme Brulee,540.27
ea75e820-6de9-45e5-8c08-eb955ad5bef0,7202,6,Port,Charcuterie,Lobster,Chocolate Cake,543.52
430bba88-065e-4730-9fcb-618fafe19189,2201,4,Bellini,Cheese Plate,Pork,Cobbler,853.97
07b5ae9a-0859-489b-a2cd-7fc3db34230c,8917,5,Kir,Pate,Lamb,Tiramisu,139.63
dacc7035-5c99-46d1-b181-0f9234c90310,880,5,Sherry,Salad,Burger,Chocolate,329.25
a189f869-8d74-4d1d-85ea-9c7608e9a739,1462,7,Americano,Oysters,Lamb,Sorbet,784.87
fa3e095e-666c-42c7-9f2c-902234f7c0e2,755,9,Champagne,Escargot,Pork,Ice Cream,753.63
818688ab-8773-4d89-9931-b3e77421bc69,470,7,Kir Royale,Smoked Salmon,Chicken,Pie,593.22
e5e4031b-70af-49b9-a6ef-f7facdf81f23,4838,3,Americano,Smoked Salmon,Burger,Chocolate,235.42
58a5b517-ad26-48a9-99fc-802c74bd12c9,9732,10,Champagne,Escargot,Vegetarian,Pudding,337.68
c3fe01b6-abe4-4bc1-8c05-6229ff1406ba,7460,3,Americano,Crudites,Steak,Ice Cream,945.58
78cfbe36-4879-4717-8bda-e0eeec561fc9,8807,2,Champagne,Foie Gras,Duck,Cookies,663.34
75a54dd7-19fa-4dfa-853b-6afa26b62870,6081,6,Campari and Soda,Soup,Lamb,Pudding,317.23
8f5b9cef-ad1a-4a39-af3b-5328f507a348,1818,2,Americano,Pate,Duck,Cobbler,572.0
3cc746d4-977e-4d9e-ae03-a50ca2b45ab7,5274,4,Champagne,Crudites,Pork,Sorbet,899.91
546f97a1-1be2-46b8-b0ae-939d922c4756,255,4,Campari and Soda,Oysters,Pork,Sorbet,711.44
e35a550a-82a4-458d-9e1b-4e1da1f53065,5372,5,Port,Oysters,Duck,Ice Cream,216.07
7adc8a7f-887a-4f8a-8499-6a95ccb6306a,6506,2,Campari and Soda,Pate,Pizza,Sorbet,972.87
137fd141-7820-4906-9109-0f747b2cbf23,7902,8,Kir,Caviar,Chicken,Ice Cream,843.83
58a15c08-c786-409d-8848-6d44cd16d69e,4319,7,Negroni,Smoked Salmon,Steak,Ice Cream,967.61
20d15f03-68bb-4a7a-a58d-4b704088dbce,5197,7,Aperol Spritz,Pate,Lamb,Chocolate Cake,111.42
9f88b816-0593-4735-a6ca-7e0b15af08d6,5195,7,Champagne,Caviar,Pasta,Sorbet,269.16
f9b5e288-627e-484d-a42f-fc0c4459947b,4533,10,Bellini,Cheese Plate,Pizza,Pudding,479.41
3531a4cd-8055-4f8c-8c36-8bf0860a5c04,5191,4,Vermouth,Soup,Duck,Cheesecake,707.92
413f1bfe-849c-43c2-9a97-3b1ffcc06b4f,7303,9,Americano,Escargot,Duck,Cheesecake,818.15
3d6ea8a7-f52c-4491-9ce4-88f26c83355e,744,5,Aperol Spritz,Oysters,Chicken,Cobbler,626.58
dbff414c-c69d-41b4-9a34-608aae3e64a7,753,7,Americano,Caviar,Burger,Cobbler,984.51
21c30654-0975-46b2-99a5-9a663e51b843,9455,10,Kir Royale,Smoked Salmon,Burger,Cookies,561.4
8852fbe9-bf78-435b-90dc-ad3fcccad202,5186,9,Kir,Caviar,Duck,Pie,898.37
565417c4-4ef3-43bd-90e7-c6daa80f2a17,8482,3,Champagne,Foie Gras,Pork,Sorbet,598.73
07798a43-a06d-4447-a09e-14480e57e067,7276,4,Champagne,Crudites,Duck,Creme Brulee,893.11
8facd722-4a9b-47b3-a257-13b116126822,5505,2,Kir,Foie Gras,Burger,Creme Brulee,904.96
b38544d6-9b7e-4bf4-948a-7fd56cd8420d,5981,8,Kir Royale,Crudites,Pizza,Cobbler,857.62
067adaa9-fef6-4095-b832-cd557f07365f,1559,4,Sherry,Soup,Pizza,Cookies,704.58
e599cba3-2c71-4e68-a382-34e5a874cc27,2229,4,Aperol Spritz,Escargot,Lamb,Pudding,949.16
85e14264-13d9-48c2-8657-2ca46b3a2378,1552,6,Sherry,Cheese Plate,Steak,Cookies,652.42
1bb21214-87f5-46de-8ff9-612d54580f9e,3521,7,Champagne,Foie Gras,Pizza,Chocolate Cake,873.25
42eeb516-07e2-4573-bc1e-0dabf8d112c9,0,9,Bellini,Smoked Salmon,Burger,Ice Cream,399.23
d4d36bdc-acfa-4e7c-a6b9-4ec3416c3a64,3069,6,Kir Royale,Caviar,Duck,Chocolate Cake,890.22
3eb18123-a7f9-43a5-bcbd-5095f27f114c,556,1,Kir,Soup,Fish,Sorbet,454.71
186ac786-ade0-4b0a-b5ae-87080203a065,9684,10,Sherry,Soup,Pasta,Pie,681.03
7511224c-dfd6-4b62-aa89-f6d63359ff3d,506,4,Sherry,Escargot,Pizza,Tiramisu,632.54
939d8602-3de7-48cf-bb80-f69d28b4bf89,7497,4,Kir,Caviar,Steak,Creme Brulee,589.27
ca9b3e9b-203a-4bf4-97d8-5af2b0ac900c,944,8,Americano,Escargot,Pizza,Tiramisu,343.28
26e3a619-76f2-4dc7-a1c0-058ec85cdaf3,9749,8,Negroni,Oysters,Pasta,Cookies,993.05
72d4595e-3602-4c05-a3b5-10acc8adf45d,8873,8,Port,Soup,Pasta,Ice Cream,406.44
db15c353-d005-460e-85fa-00194ead3203,8375,6,Champagne,Salad,Lamb,Sorbet,977.22
1ebac9c7-3c18-48ed-9185-09f664b1424d,5521,10,Port,Escargot,Lamb,Sorbet,741.1
762cedd4-d2ea-47d9-95cb-ee223de56879,7830,6,Negroni,Cheese Plate,Pizza,Sorbet,612.31
def77a50-060e-4d62-9634-bdc03fe48b91,3692,9,Kir,Cheese Plate,Pork,Chocolate,704.14
74bc97e7-13e0-4483-a591-060776c12e4a,46,3,Sherry,Foie Gras,Pasta,Tiramisu,786.7
7414ddd2-93d4-4906-9fea-2c64577bf776,5663,10,Kir Royale,Caviar,Burger,Ice Cream,375.14
c3cbebf4-2f3a-4743-8b5d-20f6db7386a9,8481,6,Negroni,Salad,Vegetarian,Creme Brulee,717.3
07263af8-8d2c-431b-a960-91af5d772dd2,6991,4,Port,Foie Gras,Pizza,Chocolate Cake,601.62
a972af6c-3811-4822-868a-78cdafad7424,3420,5,Campari and Soda,Cheese Plate,Vegetarian,Chocolate Cake,361.02
63eeb5d1-eb43-4bb3-8a7e-243f3ef5ec87,57,8,Kir Royale,Smoked Salmon,Duck,Chocolate Cake,995.21
f7f23488-4103-40b2-a438-343a73938564,6422,5,Campari and Soda,Foie Gras,Pork,Cobbler,609.7
678f7b6e-7bed-4735-b767-ea591bb62fd3,3082,2,Vermouth,Salad,Pizza,Ice Cream,173.51
06c6ab3d-32a4-48f4-968f-e558d9c57a0b,5117,2,Sherry,Escargot,Lobster,Cookies,582.28
b570ae2c-d99b-47fd-aee5-5bde9292f546,1648,4,Port,Crudites,Burger,Tiramisu,649.39
b5bd96ec-2d3e-4d34-9c86-f4198488d638,9504,3,Bellini,Soup,Pasta,Creme Brulee,203.31
d49e4dec-ad2e-4ae6-89e3-f49e506417f1,7672,10,Negroni,Foie Gras,Steak,Tiramisu,551.47
9b77483e-354b-4712-9e39-c24a31397513,7557,9,Vermouth,Charcuterie,Burger,Chocolate Cake,916.56
b53d5a5b-eb00-441c-8afb-c12a8b05ed40,7202,6,Sherry,Foie Gras,Lobster,Cheesecake,726.33
1ff87424-4984-445e-911d-d705f837ec2c,2658,5,Kir,Escargot,Fish,Pudding,257.27
1e760126-86e3-45a0-aa86-b40918c048e8,3645,2,Vermouth,Pate,Fish,Creme Brulee,513.16
f7871c1c-2933-41af-9fc3-ce3b0d7d0801,164,9,Negroni,Oysters,Chicken,Creme Brulee,456.73
16b9f0ec-4d4e-45b6-87ca-7c83e73d5b3e,7305,1,Port,Oysters,Pork,Tiramisu,622.48
ebf137c5-60ae-42a8-843b-708b44ae52ac,1166,8,Vermouth,Smoked Salmon,Duck,Cobbler,307.5
6b98ca9f-5d11-41db-a446-68e7a8eafb6c,888,1,Kir Royale,Oysters,Duck,Pudding,405.02
5b2d7f50-2938-46bc-a52a-afb674bf235c,9272,6,Negroni,Pate,Vegetarian,Chocolate,913.62
77bfa077-7591-4460-b50e-d33c0a30e74c,9913,10,Americano,Oysters,Pasta,Sorbet,200.47
0cf31c50-0204-4dbc-9bf8-e50c54c6f329,2217,1,Aperol Spritz,Cheese Plate,Lobster,Pie,511.5
410a5f56-c0cf-48b3-83a4-4a67f4d71476,2879,10,Aperol Spritz,Crudites,Lamb,Chocolate Cake,824.84
d40962c1-dc58-4f30-8d2f-151fc770603a,5107,9,Aperol Spritz,Charcuterie,Steak,Chocolate,903.67
db828f77-cd91-42b7-b1ca-a8526529299c,2317,1,Bellini,Soup,Lobster,Ice Cream,878.68
92ba654e-eb69-49c9-ae07-09d7961b2adc,8838,10,Champagne,Salad,Pasta,Pie,263.27
5d5c15a0-8158-4305-b663-b5ef24c805a4,12,8,Sherry,Soup,Lamb,Cheesecake,294.41
4aa2bf56-4777-4e41-979c-6a16976c27ac,7449,2,Americano,Caviar,Chicken,Chocolate,613.41
edbad184-7e1e-4fee-940c-43c1718ad078,6218,8,Aperol Spritz,Caviar,Pork,Creme Brulee,322.06
98d33cd3-1d92-4b6a-aa51-d91dbbe613dc,4660,8,Kir Royale,Cheese Plate,Burger,Ice Cream,306.18
7ab10acd-413b-40ed-bc16-85d002b186ee,6646,9,Aperol Spritz,Foie Gras,Fish,Cobbler,802.58
fa564f1c-8091-4779-b167-463e1547bf67,194,1,Negroni,Escargot,Pizza,Pudding,893.19
84da6654-107d-428c-a12f-137509b869f8,3292,8,Negroni,Foie Gras,Pasta,Ice Cream,149.65
c5c397f2-8774-4f9a-ab8b-7582cea549c1,3214,2,Americano,Escargot,Burger,Cobbler,705.28
3b532f07-29e2-438d-91e9-207d133ce056,6428,7,Aperol Spritz,Soup,Vegetarian,Pie,800.66
70372d78-5993-43a5-99f6-486d677bcbbc,5656,4,Port,Pate,Pork,Ice Cream,845.27
b8c6ba06-1943-4148-9ec7-de88ebfaf3f6,6035,9,Kir Royale,Pate,Burger,Ice Cream,575.22
9159e5d3-02b8-4f69-a044-9326cfc9fd72,8378,8,Port,Oysters,Lamb,Pie,836.84
26f9101e-459f-4c3b-bf29-ab0d0d6321c1,8540,6,Vermouth,Oysters,Pizza,Chocolate Cake,665.08
ebd5f4e0-19ed-49c5-9fd5-d25f4185b8a5,8917,8,Kir Royale,Smoked Salmon,Pork,Cheesecake,722.88
ce17a7e4-534d-4f88-a117-a08b2381d5d9,7211,2,Americano,Oysters,Lamb,Cobbler,840.17
6adb7302-76e5-4481-8c13-91e57e039938,7155,4,Negroni,Foie Gras,Lobster,Pie,858.7
4c85f5d1-71a5-40b7-b7bb-aa043c80d4c3,1504,7,Kir Royale,Escargot,Lobster,Chocolate Cake,695.14
c5970e8b-63b9-49ab-99ba-997d34a5e5f9,2494,5,Kir Royale,Oysters,Chicken,Chocolate Cake,345.16
a4e2f350-3bf0-4d40-bf22-f6f92ee73ea5,2965,9,Vermouth,Crudites,Lobster,Cookies,847.82
d297a72e-c7da-43f3-83d3-dc94c0feb6c9,3201,4,Negroni,Foie Gras,Pizza,Cheesecake,748.0
de1fef71-7a1e-48ad-9083-b4ba89a513e8,3076,9,Kir Royale,Crudites,Lobster,Cobbler,568.08
3afcfc38-2f8e-44e3-8a00-b09ad350a262,7723,7,Port,Crudites,Vegetarian,Sorbet,186.13
1bff23bf-0aa2-4cd2-b29c-d129028ede7e,2208,3,Bellini,Caviar,Lobster,Sorbet,163.29
04cdc32a-e836-4f1e-9cf0-655fa49c35bc,8590,9,Negroni,Escargot,Chicken,Tiramisu,459.57
87e16039-3008-4c1c-bf5e-972bda23230f,1229,5,Aperol Spritz,Soup,Pizza,Ice Cream,525.51
45b736ba-7495-40af-a6b5-166338e97f03,7325,10,Negroni,Oysters,Pork,Ice Cream,349.56
589aa332-2976-4472-b5d2-9056d0ba2c96,8539,5,Kir,Caviar,Steak,Pudding,893.82
33303f3d-95b2-409f-89b0-10acf29781ce,4487,10,Bellini,Cheese Plate,Pasta,Pudding,996.02
e90ca9df-998b-43f8-a985-097a86e95ad0,119,8,Bellini,Crudites,Steak,Cookies,967.71
0a542cb3-4e6d-4433-a32e-288b8c4c4443,57,5,Champagne,Crudites,Pizza,Creme Brulee,987.75
053a4770-e6e3-4caf-9ffb-c0da81c14ed1,2660,5,Kir,Soup,Lobster,Chocolate,600.7
8fb2cfba-f028-45f5-867f-f348a6cc32e5,1342,1,Aperol Spritz,Salad,Pasta,Cobbler,403.83
ef9289f2-eeb5-4a52-80b6-e6e334089255,4690,4,Americano,Escargot,Pork,Chocolate,314.99
bb7822cc-019a-4162-b7b9-408e501de9b9,9796,1,Champagne,Caviar,Pizza,Chocolate,666.08
4b9e2714-8ff3-4c8d-9a7d-ae9bc9ab0105,2859,3,Americano,Soup,Vegetarian,Chocolate,883.13
bc0ccc99-84fe-4f4e-b55f-523d48551784,6684,6,Champagne,Charcuterie,Fish,Sorbet,281.76
d733ceba-1807-47eb-8e86-bc606c0fd078,7283,7,Campari and Soda,Foie Gras,Vegetarian,Tiramisu,527.02
9c3531e6-baed-46e1-ba12-3ebda9eff0dc,689,10,Champagne,Smoked Salmon,Burger,Pie,422.39
d02f3d7f-dfe0-4f2d-94b2-5560b4f7be34,6620,5,Kir,Soup,Chicken,Ice Cream,213.1
c152ba44-5e5a-434e-a27b-6adb76326cde,9667,2,Campari and Soda,Oysters,Duck,Chocolate Cake,655.27
641966d7-f2cd-476f-a3f6-75b26aa657d2,5717,3,Aperol Spritz,Smoked Salmon,Fish,Ice Cream,310.35
b07a38e8-3572-4970-8761-c02e4fd1870a,2604,10,Champagne,Charcuterie,Duck,Sorbet,924.19
90712248-cb87-45bb-8d1c-c429b4bc713a,7033,10,Vermouth,Foie Gras,Vegetarian,Ice Cream,411.0
6e53eef7-026e-41a4-9efe-e53e7b378702,780,5,Port,Salad,Lobster,Sorbet,703.2
1b3dbad2-0bbf-4251-a605-869a14d891b4,8,10,Champagne,Foie Gras,Lobster,Creme Brulee,405.31
5639a20b-7bc0-40b2-a507-bc4a2013875f,8843,9,Port,Pate,Pasta,Creme Brulee,691.68
92e60ab7-d9b5-4145-80df-09b1f050a087,5859,9,Kir,Pate,Fish,Pie,407.39
e4e3a0fc-ead4-47ef-841b-5383c0af568a,8336,1,Bellini,Salad,Duck,Sorbet,846.98
db21c5e1-b49f-47f8-b204-41e7c803e575,9134,1,Aperol Spritz,Caviar,Pork,Pie,980.9
19093e0b-2a34-4957-9917-59ae6d67ed41,6014,3,Sherry,Cheese Plate,Steak,Cookies,914.75
5bc705e3-b370-43c8-9362-00b89e16db4a,69,7,Port,Soup,Chicken,Chocolate,744.89
4d9ff489-ca6f-420f-b184-af6bc95dbf70,5951,7,Campari and Soda,Charcuterie,Vegetarian,Sorbet,101.27
d9456983-f8f2-4f99-8cf3-5b228094f77b,1656,3,Kir,Smoked Salmon,Chicken,Cookies,495.7
f485e2a4-faca-490c-820b-322ff83bb810,222,9,Kir,Crudites,Lamb,Cobbler,685.07
3bc3cf8d-0810-43fa-85b0-1fbafce3d339,676,9,Kir Royale,Caviar,Chicken,Creme Brulee,428.22
76d95cfc-367e-4045-aa5b-4a9b32eb78a0,6055,9,Kir,Salad,Lobster,Cookies,381.3
f673f450-2e00-4078-9f42-fdf7d5e4ebac,2637,1,Bellini,Foie Gras,Pizza,Cheesecake,991.16
f85c3075-a180-4419-8b26-22f09168b20f,5091,1,Bellini,Oysters,Chicken,Chocolate Cake,950.85
4c7e8622-0ff9-40a0-9de4-694e896b3a90,5728,9,Port,Salad,Vegetarian,Chocolate,630.6
95ee7620-3ba8-407b-ae40-07db56d6095e,348,9,Aperol Spritz,Escargot,Steak,Chocolate Cake,792.76
45619f8d-86d0-45a6-a837-42110acdc83e,9150,6,Kir Royale,Soup,Lamb,Sorbet,966.74
2ae4eb1d-425b-4d59-9070-7cd588329a81,2078,6,Americano,Salad,Lamb,Cheesecake,668.69
b66a9b5e-c941-4ffb-ad46-f380c47825da,6134,3,Kir Royale,Escargot,Vegetarian,Chocolate Cake,920.01
8a902732-586e-4012-8d05-c969b6c92137,8268,7,Port,Salad,Lobster,Chocolate,526.85
1013a8f1-dcba-4cf9-a254-476086dfb3e1,9503,6,Kir Royale,Foie Gras,Lobster,Cobbler,910.13
c007a2e1-6550-4f64-9958-16c3877aef37,3433,1,Americano,Salad,Pizza,Cheesecake,597.88
1e8fd810-d85a-4a0f-9b37-2e42a1b6afe7,73,1,Sherry,Caviar,Chicken,Ice Cream,984.49
ef44925f-d881-4716-b515-cbd469ea1a7d,2442,7,Kir,Salad,Steak,Pie,112.07
05c9130b-3983-4bd6-98a6-5c23fd8dfbe4,1100,9,Sherry,Charcuterie,Lobster,Tiramisu,396.34
61a5d28b-3d9a-46cd-bdc8-a0c78a7e0ba3,4362,6,Campari and Soda,Foie Gras,Pork,Pudding,208.4
032c8c68-a64f-417f-8dcc-a523e01e6fb4,2944,3,Vermouth,Charcuterie,Chicken,Chocolate Cake,611.87
2bc50934-2380-4b47-ac55-abbc65da7998,6260,10,Negroni,Smoked Salmon,Pizza,Creme Brulee,437.75
bdd94289-bdf8-4aef-a557-94b24ad2de79,1806,4,Kir Royale,Oysters,Pasta,Chocolate,671.21
db81a36a-7ca5-4754-bfe8-b8353d34afe4,6821,1,Campari and Soda,Cheese Plate,Pork,Pie,612.33
eb5a87d0-e871-4500-bd28-5d4c29fbe38f,1404,6,Kir,Cheese Plate,Burger,Cheesecake,165.55
f12eb3bd-1809-42fc-9cdc-404731dc77f6,8408,6,Aperol Spritz,Pate,Pasta,Cobbler,959.09
4ef994a1-79aa-4392-ab7b-cffb61ac1b7c,7060,3,Kir Royale,Soup,Burger,Tiramisu,281.96
fb077e5d-611e-4290-9a2e-3e0e022c7bee,9268,3,Sherry,Pate,Pork,Tiramisu,855.68
eeac1220-f4e5-4ab5-a58e-b2d763bf9eaf,9428,9,Kir Royale,Cheese Plate,Fish,Ice Cream,610.03
275a2566-beee-4953-8c2f-ab08f73c6808,5901,5,Campari and Soda,Smoked Salmon,Fish,Pie,190.89
e47a18a8-9975-4513-8c95-4cb9c734cf6c,7284,6,Sherry,Oysters,Steak,Chocolate,212.44
2e53200d-5e11-46a9-8e59-44529d3e19cd,1162,2,Americano,Smoked Salmon,Duck,Pudding,511.48
1f9c90ce-e61a-442a-a882-cbace0581529,147,2,Bellini,Caviar,Pizza,Pudding,477.9
4c9b1c0c-e295-4f72-af67-c0cd2bf99fec,5733,4,Kir Royale,Cheese Plate,Burger,Sorbet,929.77
2745c194-cc03-4d7d-892a-489959e6233f,7183,7,Kir Royale,Charcuterie,Lobster,Ice Cream,102.35
6ef30155-63b7-44d9-9d9a-aa52321b1429,3943,8,Sherry,Salad,Pork,Cookies,819.02
09b59aeb-db4d-4c10-a4d4-68be74f69768,8967,3,Champagne,Cheese Plate,Steak,Pie,580.04
a0e1cd1d-278a-4a6d-8de7-a56e32b1c1a1,7239,6,Aperol Spritz,Escargot,Steak,Pudding,965.6
6cdde51f-4b85-42a8-a99c-e721b9fda341,4155,9,Champagne,Escargot,Vegetarian,Chocolate,638.79
a48bf3f2-fafd-444d-b5fc-05555aac10f1,5084,10,Negroni,Charcuterie,Pasta,Ice Cream,394.62
2c557dd4-9ca6-4a79-98b6-cded897fdf7a,5521,6,Americano,Escargot,Vegetarian,Pudding,437.09
7164f68c-4db6-4608-8a12-cc7e73476c0f,170,7,Champagne,Foie Gras,Duck,Sorbet,740.57
a101deb6-bd80-4a6f-9301-b2870b29e053,7163,3,Champagne,Charcuterie,Vegetarian,Pudding,783.08
c0c48e38-f7e3-4b3c-a385-8822631c5940,8578,3,Port,Charcuterie,Fish,Cookies,904.01
b50b3647-74de-4601-910b-1971da9234c6,6684,4,Kir Royale,Salad,Steak,Ice Cream,377.84
872ff5b3-2fba-443d-bb93-05a363d655fd,7519,9,Kir Royale,Soup,Pork,Tiramisu,313.35
19b7b6ab-b024-4c7d-935f-ce8c53de62e2,8011,10,Vermouth,Charcuterie,Lamb,Tiramisu,463.4
4f8ea130-1f63-4746-a7b4-a03676aa7db7,2809,5,Champagne,Crudites,Chicken,Chocolate Cake,360.09
38fb4edd-35af-41c4-a424-889b2a12a959,1468,6,Americano,Charcuterie,Chicken,Cheesecake,483.75
3cd8882e-a65c-4998-bb5f-7ca71a01a96e,4693,7,Americano,Pate,Steak,Cheesecake,284.53
4bc53d85-dc80-40b9-b8a4-fd3742b040f8,7578,1,Americano,Foie Gras,Pizza,Cheesecake,467.06
0ef5d3a5-d16b-4a3c-b354-98821564cc48,3464,5,Champagne,Cheese Plate,Pasta,Ice Cream,404.0
c175bb31-8f34-4581-9aec-2375c8040b7d,4181,8,Americano,Soup,Fish,Pudding,953.09
ccb60a7a-fe40-4d4f-80f2-9726726ac741,650,2,Sherry,Caviar,Chicken,Cobbler,134.79
901149ac-5cc9-4008-ab34-fffaab237f68,1091,9,Kir Royale,Oysters,Pork,Cookies,910.19
2c95a65f-f1bd-4d16-b602-3edf90c89ede,7115,6,Sherry,Crudites,Steak,Cookies,789.81
ac503e0a-9e6b-41c1-8a60-2fbcf8b6a601,5357,6,Kir,Charcuterie,Pizza,Cobbler,958.97
d8d73e18-2179-4af2-bfdf-97e16c260bed,6463,2,Kir,Soup,Pasta,Chocolate,824.48
b27376bb-f9a9-4cec-b3a6-143d5cb888dc,4735,9,Vermouth,Smoked Salmon,Vegetarian,Tiramisu,190.2
dcd9ee7b-fef6-40e1-a7db-b37db5675ab0,3804,9,Aperol Spritz,Smoked Salmon,Pork,Cookies,436.66
105e7d02-b743-4871-95bd-e05205a3cf57,2598,4,Sherry,Charcuterie,Pizza,Pudding,788.84
f697b8f0-3a46-4637-8cea-e1d81295d781,5434,10,Negroni,Foie Gras,Burger,Pudding,361.84
f73d49ce-6e94-4ffd-be87-4def9d718ff4,9045,4,Champagne,Caviar,Burger,Ice Cream,677.53
590af14c-00ae-41c5-b68a-bca9e310c5a1,4107,6,Champagne,Escargot,Lobster,Cookies,774.48
1de2e7bf-af26-446c-af7b-ecbd020c0f2b,7663,10,Negroni,Pate,Vegetarian,Ice Cream,712.87
2a999d73-2084-4e29-b973-5e539af3106b,9799,8,Bellini,Charcuterie,Vegetarian,Tiramisu,695.03
4fbb34f5-6687-4425-870e-d89e7469c44e,6026,3,Bellini,Charcuterie,Vegetarian,Cobbler,752.47
55eb6fde-cd3d-4fa7-94fa-a644b4fd4a9c,4740,1,Port,Escargot,Pasta,Chocolate,839.58
53f0c90a-1f60-45b2-bb66-d7b2a3408344,9680,5,Campari and Soda,Cheese Plate,Lobster,Ice Cream,775.56
a2a25051-8bda-41fc-b342-608b7b63bbf8,2476,1,Aperol Spritz,Smoked Salmon,Steak,Pie,335.44
110b708f-a08d-4778-b14a-99d07be1f2a3,1783,10,Negroni,Charcuterie,Pork,Sorbet,759.66
d55f8c6d-0cd4-47f2-a394-4d698fb31567,3939,8,Port,Caviar,Lamb,Tiramisu,450.55
ef042470-a3dd-4149-b006-e20577af53fc,9995,6,Vermouth,Smoked Salmon,Steak,Ice Cream,645.05
56c1eb0c-a274-48be-aee7-bb5d5537a3f4,5139,9,Negroni,Salad,Pork,Creme Brulee,228.57
dc7cde05-16c9-4340-af11-5b7040dd52c6,2550,8,Port,Foie Gras,Pork,Pie,707.98
c524cd85-3f99-479d-a76f-29e3088a295b,5859,1,Campari and Soda,Salad,Pasta,Cobbler,630.85
ed6b4a20-b652-4802-92f6-9623f1f2858b,8952,6,Bellini,Smoked Salmon,Pasta,Chocolate Cake,264.42
da9fd934-94c0-4135-b7c2-7c6d229f2f5f,1785,3,Vermouth,Pate,Pizza,Cobbler,409.21
96ce0c03-3f05-43b2-86ba-f970ca74c752,6575,1,Vermouth,Salad,Fish,Cheesecake,466.61
0f097a3f-dc95-4fbe-a97c-b3339cc555a7,9746,4,Sherry,Salad,Pizza,Cookies,112.74
